Q1A,Q1I,Q1E,Q2A,Q2I,Q2E,Q3A,Q3I,Q3E,Q4A,Q4I,Q4E,Q5A,Q5I,Q5E,Q6A,Q6I,Q6E,Q7A,Q7I,Q7E,Q8A,Q8I,Q8E,Q9A,Q9I,Q9E,Q10A,Q10I,Q10E,Q11A,Q11I,Q11E,Q12A,Q12I,Q12E,Q13A,Q13I,Q13E,Q14A,Q14I,Q14E,Q15A,Q15I,Q15E,Q16A,Q16I,Q16E,Q17A,Q17I,Q17E,Q18A,Q18I,Q18E,Q19A,Q19I,Q19E,Q20A,Q20I,Q20E,Q21A,Q21I,Q21E,Q22A,Q22I,Q22E,Q23A,Q23I,Q23E,Q24A,Q24I,Q24E,Q25A,Q25I,Q25E,Q26A,Q26I,Q26E,Q27A,Q27I,Q27E,Q28A,Q28I,Q28E,Q29A,Q29I,Q29E,Q30A,Q30I,Q30E,Q31A,Q31I,Q31E,Q32A,Q32I,Q32E,Q33A,Q33I,Q33E,Q34A,Q34I,Q34E,Q35A,Q35I,Q35E,Q36A,Q36I,Q36E,Q37A,Q37I,Q37E,Q38A,Q38I,Q38E,Q39A,Q39I,Q39E,Q40A,Q40I,Q40E,Q41A,Q41I,Q41E,Q42A,Q42I,Q42E,country,source,introelapse,testelapse,surveyelapse,TIPI1,TIPI2,TIPI3,TIPI4,TIPI5,TIPI6,TIPI7,TIPI8,TIPI9,TIPI10,VCL1,VCL2,VCL3,VCL4,VCL5,VCL6,VCL7,VCL8,VCL9,VCL10,VCL11,VCL12,VCL13,VCL14,VCL15,VCL16,education,urban,gender,engnat,age,screensize,uniquenetworklocation,hand,religion,orientation,race,voted,married,familysize
3,21,2839,2,26,1700,3,22,3495,1,28,5959,3,13,2168,3,10,2274,1,40,2464,2,4,9147,3,9,6396,4,2,9973,3,5,4830,2,17,2137,3,35,1466,2,42,3415,1,31,3182,2,25,2293,3,1,11434,2,7,3853,3,6,7682,2,23,2996,3,8,2515,3,12,1978,2,24,1651,3,11,2735,2,32,4258,2,16,3135,3,37,2075,2,38,2184,2,33,1857,4,14,5382,2,41,3135,3,3,6685,2,29,2590,3,18,2636,2,27,4680,1,39,2090,3,20,2059,3,34,2699,2,30,2059,3,19,3182,3,15,3774,3,36,1997,US,2,2,155,134,4,3,4,5,5,5,6,5,3,4,0,0,0,0,0,1,1,1,0,0,0,1,0,0,0,0,2,3,1,1,22,2,1,1,1,1,60,2,1,4
4,1,26893,2,14,4502,2,32,3957,1,13,5775,3,40,2692,3,38,3514,3,25,7783,1,6,2941,4,11,22623,4,17,2794,3,23,3479,4,30,4013,4,3,3445,2,26,16618,2,41,3546,2,22,4535,3,4,9839,2,29,44148,4,27,7434,1,35,3572,4,7,6684,2,34,3862,1,12,5794,2,16,7864,4,39,5590,3,24,3390,4,19,3047,1,8,4680,2,37,4542,3,33,7479,3,36,3952,2,5,9533,3,15,4012,4,28,2180,1,31,7172,1,9,2376,4,42,2784,4,2,10528,4,20,1850,4,21,4107,3,10,7113,4,18,5668,US,2,7,299,237,1,6,6,7,2,6,3,7,2,2,1,1,0,1,1,0,0,0,0,1,0,0,1,1,1,1,1,3,2,1,14,1,1,1,2,2,70,2,1,4
3,1,2519,1,41,1454,3,24,2986,1,36,7162,3,19,2325,3,5,3215,1,22,2465,1,37,1856,2,12,31924,4,16,1927,3,6,2117,2,2,2360,4,15,1519,1,32,2053,1,31,2350,4,30,1349,4,17,1464,3,40,1901,1,42,6360,2,20,9343,4,26,1418,3,18,2202,2,11,2110,4,21,2866,1,33,1281,4,10,1633,2,14,1554,1,34,16402,2,39,2415,2,9,2500,4,38,2319,2,28,23332,1,13,1749,4,29,1884,1,35,2016,3,3,2119,4,27,1667,4,8,1704,3,7,1495,2,4,3656,1,23,1233,3,25,2748,US,2,28,195,138,0,0,0,0,0,0,0,0,0,7,1,1,0,1,1,0,0,0,0,1,0,0,1,1,1,1,2,2,2,1,18,1,1,1,7,5,60,1,1,2
1,17,2946,1,25,1770,1,27,2306,1,15,3954,3,41,4939,2,35,2295,1,32,2087,1,24,2016,2,6,4600,3,37,2513,4,10,3393,1,19,2968,1,2,6060,3,18,4923,1,39,2414,1,20,3395,4,31,2055,1,33,2695,1,12,2436,1,34,1901,1,13,2022,1,28,3552,1,38,1834,1,16,5216,2,36,2578,2,5,1282,3,42,2243,2,1,10042,2,40,3464,1,14,4101,1,29,2443,2,11,3612,2,4,3164,4,21,2834,1,8,3612,1,3,4044,3,9,3362,2,30,2437,3,22,2032,1,7,4108,2,26,2437,4,23,2566,US,0,7,145,238,3,6,5,7,3,4,2,3,4,6,1,1,0,1,1,0,0,0,0,1,0,0,0,1,1,1,1,1,2,1,15,1,1,1,7,5,60,2,1,3
4,19,2439,4,10,2584,2,33,3440,4,13,2401,4,2,679,4,18,2745,4,4,2770,4,32,4543,3,1,4156,3,11,4296,4,24,2288,3,20,3833,3,38,3879,2,42,3213,4,28,6315,3,39,4803,4,22,5651,3,17,2848,4,14,3383,3,27,4782,2,40,2017,4,5,5017,3,37,4465,3,35,5821,4,9,4984,3,36,4000,4,25,2575,3,34,3089,3,3,1317,2,12,3553,2,8,3732,3,23,7300,3,30,2713,3,41,2085,3,21,4081,2,15,3499,2,26,3705,2,31,2000,4,16,2485,3,7,3051,4,29,2229,4,6,3866,US,2,415,413,146,1,2,3,6,5,6,5,3,3,2,1,1,1,1,1,0,0,0,0,1,0,1,0,1,1,1,2,2,2,1,18,1,1,1,1,2,60,2,1,3
2,25,2762,2,2,19720,2,14,3268,3,35,2485,4,4,4828,2,18,2911,2,28,4642,3,19,1785,2,7,5521,3,10,20106,2,39,1976,4,38,3211,3,13,1923,3,27,3643,2,24,1992,3,5,4263,1,11,2942,2,32,1835,1,15,7171,2,20,1904,2,3,3454,3,29,29088,1,12,2840,3,36,2452,3,26,7154,3,17,2328,2,22,34936,2,9,1924,2,16,2824,2,41,5319,2,1,5146,2,40,5488,3,30,2939,2,31,1823,3,42,4647,2,6,2551,3,21,6958,1,37,2496,2,8,4653,1,23,2820,1,33,2237,4,34,4577,CA,2,6,237,116,2,2,5,5,5,7,7,5,5,2,1,1,0,1,1,0,0,0,0,1,0,1,1,1,1,1,3,3,1,1,26,2,1,1,6,1,60,2,1,2
4,11,1370,4,16,1816,4,17,1570,4,1,7083,4,37,1503,1,24,2872,4,6,3296,4,42,1236,4,2,5109,4,14,1293,4,27,1471,4,26,2143,4,23,846,4,31,2537,4,33,2447,4,19,1364,4,4,1866,1,15,4180,4,21,1907,4,30,1460,4,41,1800,4,39,1671,4,28,1121,4,12,1800,4,40,1932,4,22,1587,4,13,1793,4,5,1737,4,32,1846,4,9,2775,3,36,2601,2,34,12594,4,29,1048,4,35,2090,1,25,3287,4,3,1608,4,20,1894,4,18,1179,4,10,1517,3,38,3179,4,7,1254,4,8,3815,US,2,33,102,129,1,7,5,5,7,4,6,5,1,2,1,1,1,1,1,0,0,1,0,1,0,0,1,1,1,1,3,2,2,1,23,2,1,1,10,5,10,2,1,2
2,3,8186,4,24,3668,3,27,4076,1,21,6099,4,33,3748,2,18,3783,3,4,6395,4,2,8389,3,42,9522,3,6,9731,2,5,4082,3,12,5409,2,28,3735,4,39,7376,2,41,2674,2,23,3872,4,8,3135,3,1,13972,1,16,6676,2,40,3214,1,37,3263,2,11,3522,1,19,5156,4,32,3950,1,35,8349,1,38,2431,4,31,3012,1,29,4898,1,20,3524,1,34,5074,4,22,3403,4,9,5455,4,10,4045,2,25,2973,3,26,6495,2,30,2296,3,36,4338,2,14,2837,3,17,2614,2,15,6619,3,7,4906,4,13,4094,US,2,25,212,213,3,6,3,6,2,7,6,7,1,5,1,1,0,1,1,0,0,0,0,1,0,0,0,1,1,1,2,3,2,1,29,1,1,1,7,1,60,2,2,2
4,9,5138,4,26,2648,3,42,4663,1,34,9281,2,10,3758,4,14,1926,1,24,6346,4,35,2480,2,15,10781,4,41,6042,3,37,6153,4,36,5050,4,39,1561,1,29,7715,1,8,4569,4,33,4169,2,21,4155,4,40,2850,3,17,9966,4,20,4222,4,32,1689,3,30,10899,2,1,6018,2,38,11146,4,11,8648,4,7,2288,1,13,2526,4,25,2767,4,23,2364,1,5,7693,2,28,7827,1,18,4273,4,4,4087,3,16,4846,3,2,20335,4,31,1852,4,6,4700,1,12,3229,4,27,2264,4,3,5789,2,19,6480,4,22,3990,US,2,18,252,184,5,7,5,5,2,7,7,3,4,5,1,1,0,1,1,0,0,1,0,1,0,0,0,0,1,1,2,3,2,1,18,1,2,1,10,1,70,2,1,3
2,39,11110,1,40,3820,2,2,11181,1,3,11182,3,33,3683,3,38,3770,1,5,4576,3,19,2202,3,26,13543,3,9,7240,3,12,4174,3,7,3727,3,28,1863,2,4,7172,1,13,4112,3,17,3271,3,21,2844,2,31,2397,2,6,5125,1,30,2768,3,1,12817,3,32,2695,1,41,2407,3,36,4349,1,27,9722,4,16,4536,2,34,3153,2,15,2427,3,11,3813,2,22,6190,2,42,4294,1,24,4986,2,35,4735,3,8,2630,3,29,7649,2,10,5192,3,14,6647,3,20,5243,2,37,2754,2,25,4277,2,23,3011,3,18,4918,CA,2,4,234,213,2,4,5,5,7,7,6,7,4,2,0,1,0,1,1,0,0,0,1,1,0,0,1,1,1,1,4,3,1,1,31,1,1,1,12,1,60,2,1,0
4,18,3153,3,5,6673,3,42,4034,1,28,6314,4,34,2748,4,8,2625,1,14,5335,4,36,2302,4,12,4131,4,22,2121,4,27,1979,4,7,6403,4,10,1481,4,20,4903,2,1,54877,4,35,2585,2,6,4828,3,15,4919,1,13,5403,2,17,59305,3,33,2791,4,25,2924,1,40,3691,4,21,2761,1,39,6268,4,30,2315,4,26,1615,2,16,3520,4,24,2760,1,41,4343,4,11,2492,4,31,2771,4,19,2076,2,38,3076,4,9,3810,2,37,2557,3,3,7905,4,4,4153,2,23,4357,1,29,5429,1,2,5496,4,32,3464,DE,2,46,273,212,7,7,3,6,7,1,7,6,2,3,1,1,0,1,1,0,0,0,0,1,0,0,1,1,1,1,4,3,2,2,28,1,1,1,1,1,60,2,1,2
2,29,2824,1,7,2696,3,2,11287,1,5,5057,4,40,2479,3,4,662752,1,20,2715,4,14,6535,1,31,4761,3,11,715,2,28,4368,3,12,3225,4,25,1951,2,16,8224,1,17,2311,4,18,2312,4,26,1696,3,19,852,1,13,5096,2,24,7184,4,22,1784,2,37,5856,1,34,2096,4,41,1905,1,33,3144,4,21,3209,4,27,4721,1,30,1959,2,9,4313,2,10,7976,4,35,2480,2,1,18978,1,32,1823,4,36,1608,1,38,8728,2,8,4935,4,23,3584,4,42,2400,3,3,12310,1,6,5368,1,39,1488,4,15,6225,IL,2,6193,865,285,1,6,5,2,5,6,3,1,2,2,1,1,0,1,0,0,0,1,0,1,0,0,0,0,1,1,2,3,3,2,23,2,1,1,2,5,60,2,1,2
2,7,2791,3,20,2320,2,18,2687,4,6,3349,3,19,2621,2,24,2665,1,34,3001,4,9,1361,4,33,3923,2,17,2627,3,3,8938,3,38,2343,3,40,1497,2,12,4275,1,23,2818,4,22,1831,2,32,1969,3,4,2212,1,13,7409,3,29,2440,1,36,2891,3,21,1578,1,35,1784,3,1,8416,4,15,3499,2,41,1685,4,16,2279,4,11,1755,4,5,2380,2,37,2949,3,27,2307,4,25,2939,4,8,2218,3,30,1964,2,26,3594,2,28,3711,3,14,3414,1,39,2333,3,31,1942,4,10,3052,2,42,2018,2,2,6926,ID,2,1333,130,79,5,2,6,7,4,4,5,5,1,4,1,1,0,1,1,0,0,0,0,1,0,0,0,1,1,1,3,3,2,2,22,2,1,1,4,1,10,1,1,3
3,37,2524,1,27,2391,1,24,3253,2,40,3073,4,32,3142,3,36,2074,2,6,3075,3,11,3965,2,3,5544,2,10,3128,3,25,2125,2,26,3226,2,28,2118,4,18,2397,2,41,16242,3,21,2525,1,17,2300,3,20,2584,1,23,2547,1,29,2558,1,22,1881,2,19,3244,3,14,2967,2,39,2239,2,33,3199,3,5,2292,4,7,2075,2,2,4510,3,12,3284,2,42,110284,2,31,1867,4,16,2461,2,38,2161,1,8,2926,3,1,5484,1,30,1399,1,34,1967,2,4,4201,3,9,2115,1,35,2966,1,15,3339,4,13,2764,US,2,9,241,152,2,6,5,6,5,6,4,6,4,6,1,1,1,1,1,0,1,1,0,1,1,1,1,1,1,1,3,1,3,1,29,2,1,1,1,2,60,1,1,2
3,3,7610,1,33,3047,2,41,6323,1,37,2609,1,20,4830,2,15,3118,1,26,2510,2,29,6193,2,4,6226,2,5,4153,2,11,4023,1,31,3804,2,32,3267,1,6,6704,1,39,2798,4,10,4790,3,8,4383,2,24,4123,1,38,3396,1,25,2808,3,30,3515,1,17,5040,1,1,8325,1,13,4682,1,35,10585,2,2,10098,1,16,10548,1,7,3446,1,14,4990,1,12,4712,2,40,3585,1,19,10239,1,36,2997,2,22,2530,1,27,9701,1,9,4253,3,23,4880,3,42,3116,1,21,2879,1,34,4940,1,18,2669,3,28,5149,IN,2,462,210,184,3,1,4,4,6,6,4,2,5,3,1,0,0,1,1,0,0,0,0,1,0,0,0,1,1,1,3,3,1,2,26,2,1,1,8,1,10,2,1,2
2,6,2338,3,3,2698,2,34,1411,2,21,2419,3,22,2352,2,5,3367,3,16,3567,4,13,1301,3,15,6363,1,41,2056,2,28,1734,3,38,2701,2,32,1672,4,11,4487,1,2,4717,3,7,2351,1,42,1300,3,10,1800,2,4,3636,2,36,1518,2,1,7652,4,19,2150,2,40,1699,2,8,3030,4,31,3552,2,23,1657,3,17,2267,2,29,1684,3,39,2002,3,14,3067,2,26,2085,2,30,2151,4,12,1801,1,18,1551,2,27,3185,2,24,1485,1,37,2122,1,9,3335,3,25,1867,2,35,3705,3,20,2150,3,33,2501,US,2,7,111,102,7,5,6,3,5,1,3,2,6,4,1,1,1,1,1,0,1,1,0,1,1,0,1,1,1,1,4,2,1,1,33,2,1,1,1,3,60,1,1,3
4,1,6206,3,5,2619,4,12,2551,4,9,5933,4,4,3165,2,37,3081,4,41,3032,4,30,1438,2,31,3809,4,8,2454,4,35,2310,4,39,2369,4,11,1398,4,42,4065,4,25,1640,4,10,2724,4,21,1928,4,34,3090,2,38,5702,4,14,2378,4,36,1572,3,2,28841,2,6,2560,4,40,3060,4,26,6429,4,7,3464,4,22,2935,2,28,3955,3,15,2840,4,16,3586,4,20,2071,3,33,3166,4,17,1785,4,13,1777,4,18,3165,4,29,1372,4,23,2956,4,3,4065,4,24,1907,4,27,4241,4,32,2169,4,19,2859,US,2,43,153,147,1,5,0,7,5,7,4,7,1,7,1,1,1,1,1,0,0,1,0,1,0,1,1,1,1,1,2,3,1,2,15,1,2,1,7,2,60,2,1,2
1,24,3584,1,8,2080,2,20,3247,1,16,1863,4,27,6661,2,39,10650,2,23,1500,2,5,4180,1,11,5047,1,6,25744,1,31,2451,1,42,2440,3,21,1984,2,15,3122,1,14,2063,3,29,3019,4,2,6132,2,19,2336,2,17,3392,1,36,2316,3,18,3016,1,32,2163,1,13,2224,3,10,5865,1,30,5700,4,3,3039,1,38,1988,1,35,2239,1,37,4492,4,25,5232,2,22,2392,1,26,164770,3,40,2534,2,7,3871,1,12,20968,3,1,7294,4,33,2865,4,34,1656,1,28,2603,2,9,6089,2,4,5052,4,41,4947,GB,0,4,363,124,4,4,4,5,5,3,1,7,3,5,1,1,0,1,1,0,0,0,1,1,0,0,0,1,1,1,2,3,1,1,16,2,1,1,2,1,60,2,1,2
1,29,2849,2,36,3856,2,9,5097,1,20,4471,4,24,2630,2,11,3057,2,13,4799,4,15,3614,4,32,4288,3,30,3481,1,18,3478,2,42,3254,4,7,2064,3,12,6847,4,2,6822,3,22,4728,3,33,3444,1,38,3762,4,34,6827,2,27,3528,3,21,5840,2,26,3279,2,1,10315,2,17,6837,2,16,7207,3,39,3583,1,8,2749,4,10,2743,3,25,4920,3,35,4589,2,28,4807,1,40,4480,4,6,2703,3,31,2552,2,4,7039,4,23,2529,2,37,4029,2,14,4143,4,5,3767,4,41,5520,1,3,4488,3,19,5297,MX,2,12,186,260,7,6,5,5,7,6,7,7,4,1,1,1,1,1,1,0,0,0,0,1,0,0,1,1,1,1,2,3,1,2,17,2,1,1,1,1,70,2,1,3
2,33,2438,1,5,2049,1,18,2032,1,29,1976,2,27,2392,2,8,1928,1,36,1288,2,10,1408,1,3,3949,1,26,1560,2,25,2320,1,32,1929,2,41,1592,2,23,2841,1,34,1928,1,24,1912,1,30,1352,2,28,1847,1,35,1912,1,12,1768,2,1,7244,2,38,2367,1,37,1272,2,13,2544,1,15,3312,2,11,1503,2,9,1936,1,21,1160,1,22,1344,1,20,2551,1,17,2017,2,42,2448,1,40,1609,2,6,2424,2,31,2425,1,19,984,1,7,2944,1,16,1919,2,2,5650,1,14,2377,1,4,1875,2,39,2175,GB,2,398,95,148,2,6,6,5,7,1,5,2,2,1,1,0,0,1,1,0,0,0,0,1,0,0,1,0,1,1,2,1,2,1,17,2,1,1,1,2,60,2,1,3
4,29,2519,3,7,2432,2,6,5155,2,1,6357,4,37,1834,4,33,1561,2,27,2216,2,8,1927,3,26,2917,4,15,2354,4,32,1816,4,23,1997,4,38,1230,3,11,3014,3,2,6325,3,10,2196,4,41,1791,2,9,1304,3,35,2904,3,13,4836,1,36,2585,3,3,3095,1,20,2072,3,25,2266,2,18,3516,4,12,2553,3,24,1652,4,39,1328,3,14,2612,3,31,4019,1,19,3328,4,34,2001,2,28,1650,4,30,1529,2,5,5826,2,21,1599,4,40,1854,4,4,1951,2,17,1851,4,16,2250,3,42,2145,4,22,3218,PL,0,653,112,73,5,6,3,6,6,5,6,6,3,1,1,1,1,1,1,0,0,1,0,1,1,0,1,1,1,1,2,3,2,2,19,2,1,1,1,2,60,1,1,1
2,36,2159,1,39,1624,2,14,3591,1,12,4024,2,19,2344,3,18,3080,1,31,2215,4,2,6718,2,30,6641,1,29,2120,3,13,3400,3,20,2623,2,40,2185,4,5,6048,2,3,2520,1,37,2896,2,25,2207,1,24,4520,1,42,3696,3,17,2784,2,15,3553,3,4,4112,1,32,1440,1,27,2488,3,21,4393,2,1,8481,3,6,2287,3,22,1800,3,10,6496,1,35,5728,1,11,2928,1,28,3977,2,34,1792,2,9,5136,2,26,3536,2,33,1705,2,16,2712,3,7,2921,3,23,1808,3,8,3784,1,38,1568,2,41,2264,RO,2,2,143,59,6,6,6,7,3,2,6,3,3,3,1,1,0,1,1,0,0,1,0,1,0,0,1,1,1,1,1,3,2,2,18,2,1,1,2,1,60,2,1,1
4,29,1425,1,20,1794,4,36,2069,2,39,1760,4,33,1056,4,14,1808,4,24,1201,4,7,2786,4,1,4024,4,17,1359,4,25,1515,1,19,2006,4,2,3101,4,35,2624,2,26,1760,4,40,1967,4,11,1057,2,37,1990,4,21,2139,4,13,1494,4,23,1146,2,42,2347,1,9,2296,4,4,1619,4,31,2263,4,41,938,4,30,1103,4,27,1463,4,22,2762,4,34,2152,4,38,1553,4,18,2814,4,8,2073,4,15,1278,4,28,2120,1,10,1655,4,6,1660,4,32,1040,4,16,1405,4,3,2384,4,12,1501,4,5,1816,US,2,126,81,70,1,7,3,7,7,7,7,7,1,1,1,1,0,1,1,0,0,0,0,1,0,0,1,1,1,1,1,3,1,1,15,2,1,1,12,1,60,2,1,1
3,35,5697,1,31,5993,2,16,40036,2,36,5613,2,39,11302,1,12,4495,2,40,34968,2,24,3967,2,27,14098,2,5,4723,2,3,7130,2,14,6759,2,4,7579,1,42,7682,2,17,37870,2,6,4155,3,30,3150,1,19,16488,2,25,12329,1,15,6359,3,10,3425,1,26,20319,1,34,6285,3,28,4281,3,13,13101,2,7,4348,2,37,13333,2,9,3142,3,33,3478,2,1,13996,2,18,3881,3,21,10418,2,22,3895,3,29,3840,3,11,8977,2,38,4952,1,41,4468,3,32,3083,2,8,3458,3,20,4492,3,23,3640,1,2,391486,GT,2,8,792,546,6,4,6,5,6,1,6,7,3,2,1,1,0,1,1,0,0,0,1,1,0,0,1,1,1,1,2,3,1,2,17,1,1,1,1,1,60,2,1,2
4,22,3471,4,15,3323,2,40,4658,2,2,11379,4,33,6703,2,23,3949,1,39,3193,3,38,4824,2,11,4673,2,28,3644,4,36,3712,2,5,5465,2,10,4199,4,9,8309,2,12,3176,3,6,3478,4,32,2972,3,27,27391,1,41,5368,1,4,3511,2,8,2605,2,37,4082,3,21,3563,2,42,5581,2,16,6051,3,24,5109,4,17,3641,2,3,7084,1,25,7606,2,35,7099,3,7,3241,4,26,6550,2,31,3424,4,20,8989,2,14,11652,3,18,2910,2,34,3495,3,29,2570,3,19,2975,1,13,7530,2,30,3597,3,1,9521,GT,2,23,237,186,4,5,5,6,7,5,4,7,3,3,1,1,0,1,1,0,0,1,0,1,0,0,1,1,1,1,1,3,2,2,17,2,1,1,6,1,50,2,1,3
2,37,3076,2,3,6897,1,39,2649,1,18,2698,3,19,3580,1,13,3049,1,12,3082,3,32,4060,3,31,7872,3,1,9465,2,26,6485,2,33,4201,1,36,1619,3,29,4297,1,34,7332,2,17,10075,2,23,4224,1,38,2449,1,25,7851,2,5,5047,3,8,5127,2,10,15443,1,30,2651,2,2,13898,2,6,17666,1,27,2634,2,28,3118,1,15,2537,2,21,4282,3,11,7903,3,41,4292,2,20,8766,3,42,2459,2,9,2906,2,35,11509,1,40,1876,2,14,4535,2,24,3708,3,4,3024,3,16,13262,1,22,1900,4,7,4474,GT,0,42,243,190,2,6,1,3,4,5,4,7,6,6,1,1,1,1,1,0,0,1,0,1,0,0,1,1,1,1,1,3,1,2,17,1,1,1,1,1,70,2,1,3
3,27,1994,3,10,2209,2,37,4067,1,7,2771,3,20,2812,4,11,3615,1,23,2658,2,6,2762,3,22,2813,2,3,4110,4,14,3190,3,33,2040,4,26,1404,2,9,5243,2,21,2805,2,39,4019,4,31,2183,2,5,3435,1,30,5612,2,12,2240,3,38,1693,1,8,2097,1,13,2507,2,16,4122,2,2,14985,4,34,1846,3,25,2076,2,29,2338,2,42,2869,2,35,4311,2,41,1728,2,24,2740,2,32,1756,3,40,4363,2,18,6704,1,15,1669,3,28,3208,4,36,2586,3,19,1588,4,17,3338,3,1,4354,4,4,2335,US,0,8,143,113,3,6,4,6,5,5,2,3,2,3,1,1,0,1,1,0,0,0,0,1,1,0,1,1,1,1,2,3,1,1,17,1,1,1,2,1,60,2,1,3
4,39,1951,2,28,3523,4,7,3768,1,41,10652,4,1,4470,4,32,1931,1,3,5808,4,36,2095,4,29,3216,4,30,2022,4,40,1534,4,9,2772,4,42,1569,2,8,5263,1,21,2899,4,37,1512,4,24,1403,4,16,5798,2,35,5036,4,15,1311,4,33,1653,3,2,6058,1,12,2595,4,27,2565,2,11,10178,4,23,2852,4,17,1342,4,34,1638,4,38,2467,4,14,7330,4,25,1819,2,13,4442,4,6,1811,4,10,1578,4,18,2147,4,4,3212,4,5,2939,4,20,2453,4,22,1623,4,31,10738,1,26,1900,4,19,2600,US,2,697,141,84,5,1,7,7,7,7,5,5,6,7,1,1,0,1,1,0,0,0,0,1,0,0,1,1,1,1,3,3,2,1,35,2,1,1,1,1,60,1,1,3
4,19,3071,4,36,2417,4,34,2007,3,8,3203,4,17,1998,4,26,1524,4,5,4050,4,41,1437,4,35,3222,4,16,2813,4,15,2968,3,9,2186,4,29,1223,4,32,4550,4,22,1843,3,7,2487,4,23,2123,3,6,2861,4,25,5061,4,4,2676,4,27,1539,3,3,2094,4,38,1210,4,39,2603,4,24,4479,3,1,8345,3,12,2593,4,28,1401,4,20,2499,4,42,2653,4,14,3424,3,2,9169,4,10,763,4,37,2357,3,18,3977,4,21,1469,4,31,1865,2,11,1102,3,13,1875,4,33,5303,4,30,2629,4,40,2513,MX,2,84,124,120,2,5,2,7,4,5,4,6,3,3,1,1,0,0,1,0,0,0,0,1,0,0,1,0,0,1,2,3,1,2,16,1,1,1,2,1,70,2,1,2
4,40,3505,2,2,12530,2,24,4398,1,33,6072,2,12,4238,3,14,4105,2,15,2349,3,41,5009,3,38,6405,3,23,4162,3,17,7312,2,21,5671,3,30,75120,2,27,5481,1,19,3578,4,39,4065,1,28,4666,2,4,5985,2,20,7823,3,1,15422,2,26,4248,2,18,3718,1,35,2800,4,29,6972,2,31,12231,3,22,17065,2,5,8007,3,6,6296,3,11,5825,2,7,35632,2,8,6608,2,36,5632,1,34,3567,3,3,4857,3,32,4880,2,25,3952,3,16,7687,2,42,5855,2,10,3560,4,13,7128,1,9,3585,2,37,6018,PE,0,46,364,196,5,5,5,5,7,6,5,7,5,5,1,1,1,1,1,0,1,0,0,1,0,0,1,1,1,1,2,3,1,2,20,2,1,1,2,1,70,1,1,0
2,34,1881,2,16,5399,2,8,3897,2,19,6599,4,37,2776,1,28,5265,1,24,1944,2,26,4136,2,40,10174,4,30,2112,2,7,2991,2,33,2072,4,41,1897,2,9,4911,4,15,2721,3,18,2553,4,3,3960,2,17,4096,4,39,6442,1,29,2151,4,11,2481,1,35,2559,1,23,1776,4,27,2448,1,1,5957,3,13,2231,4,42,1832,1,21,1696,3,2,7471,1,36,6672,2,12,4448,4,4,12568,2,5,2352,4,38,1575,2,10,11087,2,20,2688,3,22,2945,3,14,1577,1,25,2160,4,31,4216,4,32,2120,3,6,2256,PE,2,574,189,157,4,5,4,5,2,7,7,7,2,1,1,1,0,1,1,0,0,0,0,1,0,0,1,1,1,1,2,2,1,2,16,2,1,1,2,1,60,2,1,2
2,39,5474,4,35,4304,4,24,3403,1,34,3618,4,23,2254,3,11,2921,1,19,4380,2,32,2690,4,13,5808,4,10,3835,2,33,5921,3,7,4444,4,17,2422,1,37,6288,1,40,3642,3,4,8326,4,14,2334,3,15,5946,1,9,6707,1,5,6397,4,21,4832,2,27,3941,1,3,3748,2,20,7192,1,16,10410,3,36,3033,2,28,4145,2,12,3461,2,2,11915,4,30,6102,3,26,4055,1,6,6480,1,42,3273,4,29,2590,3,1,2427,2,18,2553,4,31,2756,4,25,3170,3,22,3722,1,41,6039,1,38,1965,3,8,6285,US,2,2,213,130,1,1,6,3,6,7,7,2,4,6,1,1,0,1,1,0,0,0,0,1,0,0,0,1,1,1,4,3,2,1,24,2,1,1,6,1,10,1,1,1
2,40,1866,3,18,1514,3,38,3057,3,20,3157,4,1,14428,2,6,2443,2,17,5805,4,29,2466,3,37,2528,4,22,1855,2,26,2527,2,41,4062,4,16,1430,2,30,5177,3,8,3214,3,5,8105,4,2,13299,2,32,3594,2,39,2587,4,35,2162,4,33,1537,2,27,1724,3,13,4325,2,10,4409,3,34,7300,3,42,4290,2,36,1984,3,9,4040,3,3,6109,3,23,2733,4,21,2231,2,25,4408,4,24,2111,4,28,1515,2,7,7454,3,15,1786,3,14,2515,4,19,1876,3,12,3700,4,4,5090,4,31,2126,3,11,2728,MY,2,184,168,276,6,5,4,6,6,6,3,2,4,5,1,1,0,1,1,0,0,0,0,1,0,1,0,1,1,1,1,1,2,2,17,1,1,3,10,2,10,2,1,5
1,8,7485,2,31,5485,1,5,11567,2,26,8141,1,40,9690,1,4,5437,2,33,7250,3,19,8937,1,10,17807,1,14,5144,1,25,41627,1,15,5349,1,32,7542,1,24,18931,2,6,11413,1,17,15497,1,20,6315,2,38,12028,1,28,7991,2,11,11498,1,30,4558,2,37,4397,1,42,4386,1,21,43009,1,7,22088,2,13,4383,2,27,13253,1,23,10925,1,35,4903,2,29,18258,2,1,11311,1,41,7570,1,39,4529,1,9,9938,1,12,34102,1,22,5895,1,3,6445,1,36,4498,2,18,6997,1,2,5779,2,34,14432,1,16,12582,US,2,3,513,286,7,3,7,2,6,5,7,2,7,1,1,1,0,1,1,0,0,0,0,1,0,0,1,0,1,1,3,3,2,1,40,2,1,1,12,1,60,2,1,3
